ID,Name,MJD,W1mag,W1mag err,W1flux,W1flux err,W2,W2 sig,W2flux,W2flux err
564,300.504-0.176,58312.0 ,9.362 ,0.018 ,55.614 ,0.994 ,7.602 ,0.014 ,156.374 ,2.116 
564,300.504-0.176,58516.6 ,9.370 ,0.018 ,55.210 ,1.010 ,7.635 ,0.013 ,151.772 ,1.995 
564,300.504-0.176,58677.9 ,9.283 ,0.018 ,59.832 ,1.104 ,7.621 ,0.014 ,153.623 ,2.100 
564,300.504-0.176,58880.8 ,9.309 ,0.018 ,58.397 ,1.060 ,7.573 ,0.013 ,160.662 ,2.163 
564,300.504-0.176,59042.7 ,9.333 ,0.018 ,57.131 ,1.022 ,7.619 ,0.014 ,153.922 ,2.095 
564,300.504-0.176,59245.7 ,9.373 ,0.019 ,55.050 ,1.060 ,7.610 ,0.014 ,155.213 ,2.181 
564,300.504-0.176,59407.4 ,9.345 ,0.018 ,56.468 ,1.038 ,7.625 ,0.014 ,153.116 ,2.097 
565,300.969+1.148,56691.4 ,8.707 ,0.027 ,101.672 ,2.790 ,4.887 ,0.016 ,1905.906 ,31.342 
565,300.969+1.148,56869.7 ,9.281 ,0.056 ,59.939 ,3.327 ,5.503 ,0.015 ,1081.036 ,16.216 
565,300.969+1.148,57053.8 ,9.595 ,0.081 ,44.864 ,3.653 ,4.990 ,0.019 ,1733.081 ,33.424 
565,300.969+1.148,57231.1 ,8.752 ,0.020 ,97.579 ,1.952 ,6.307 ,0.018 ,515.454 ,9.020 
565,300.969+1.148,57419.3 ,8.824 ,0.040 ,91.315 ,3.628 ,5.261 ,0.025 ,1351.250 ,33.290 
565,300.969+1.148,57590.0 ,8.977 ,0.051 ,79.316 ,4.045 ,6.134 ,0.034 ,604.492 ,20.553 
565,300.969+1.148,57784.9 ,8.824 ,0.025 ,91.304 ,2.298 ,5.708 ,0.015 ,894.658 ,13.569 
565,300.969+1.148,57950.1 ,9.228 ,0.056 ,62.916 ,3.492 ,6.247 ,0.023 ,544.992 ,12.626 
565,300.969+1.148,58148.5 ,9.641 ,0.097 ,43.029 ,4.174 ,5.423 ,0.023 ,1163.564 ,26.762 
565,300.969+1.148,58310.5 ,8.830 ,0.020 ,90.807 ,1.834 ,6.113 ,0.016 ,616.184 ,9.982 
565,300.969+1.148,58516.3 ,8.801 ,0.034 ,93.231 ,3.170 ,5.300 ,0.021 ,1302.738 ,27.357 
565,300.969+1.148,58676.8 ,9.129 ,0.037 ,68.954 ,2.540 ,6.208 ,0.025 ,564.838 ,14.168 
565,300.969+1.148,58880.3 ,8.931 ,0.068 ,82.695 ,5.623 ,4.788 ,0.014 ,2088.288 ,28.818 
565,300.969+1.148,59041.9 ,8.942 ,0.035 ,81.846 ,2.881 ,5.744 ,0.014 ,865.586 ,11.945 
565,300.969+1.148,59244.7 ,9.418 ,0.057 ,52.835 ,3.022 ,5.824 ,0.017 ,804.100 ,13.348 
566,301.136-0.226,56692.6 ,9.681 ,0.022 ,41.438 ,0.912 ,7.074 ,0.012 ,254.373 ,3.103 
566,301.136-0.226,56873.0 ,9.475 ,0.023 ,50.132 ,1.173 ,6.954 ,0.013 ,284.047 ,3.636 
566,301.136-0.226,57054.9 ,9.691 ,0.019 ,41.073 ,0.769 ,7.020 ,0.010 ,267.295 ,2.788 
566,301.136-0.226,57232.6 ,9.674 ,0.020 ,41.721 ,0.850 ,7.150 ,0.012 ,237.159 ,2.935 
566,301.136-0.226,57420.0 ,9.632 ,0.021 ,43.362 ,0.901 ,7.122 ,0.012 ,243.252 ,2.973 
566,301.136-0.226,57591.2 ,9.611 ,0.017 ,44.227 ,0.752 ,7.348 ,0.013 ,197.602 ,2.602 
566,301.136-0.226,57786.6 ,9.692 ,0.019 ,41.054 ,0.780 ,7.471 ,0.013 ,176.478 ,2.206 
566,301.136-0.226,57951.7 ,9.650 ,0.017 ,42.674 ,0.725 ,7.187 ,0.014 ,229.134 ,3.151 
566,301.136-0.226,58150.4 ,9.782 ,0.021 ,37.783 ,0.806 ,7.123 ,0.011 ,243.178 ,2.756 
566,301.136-0.226,58312.0 ,9.690 ,0.016 ,41.111 ,0.658 ,7.153 ,0.011 ,236.532 ,2.602 
566,301.136-0.226,58517.4 ,9.739 ,0.020 ,39.297 ,0.799 ,7.374 ,0.013 ,192.867 ,2.443 
566,301.136-0.226,58679.1 ,9.594 ,0.017 ,44.912 ,0.741 ,7.271 ,0.013 ,212.124 ,2.758 
566,301.136-0.226,58881.7 ,9.511 ,0.017 ,48.471 ,0.814 ,7.063 ,0.012 ,256.868 ,3.082 
566,301.136-0.226,59043.3 ,9.476 ,0.015 ,50.052 ,0.767 ,7.315 ,0.013 ,203.700 ,2.580 
566,301.136-0.226,59246.4 ,9.736 ,0.029 ,39.411 ,1.137 ,7.293 ,0.012 ,207.787 ,2.493 
566,301.136-0.226,59408.8 ,9.642 ,0.017 ,42.969 ,0.713 ,7.204 ,0.013 ,225.585 ,2.887 
567,302.032-0.061,56693.8 ,8.326 ,0.015 ,144.419 ,2.142 ,6.045 ,0.013 ,656.131 ,8.493 
567,302.032-0.061,56873.3 ,8.289 ,0.015 ,149.416 ,2.213 ,6.077 ,0.013 ,636.836 ,8.080 
567,302.032-0.061,57056.0 ,8.282 ,0.014 ,150.349 ,2.105 ,5.997 ,0.014 ,685.924 ,9.309 
567,302.032-0.061,57233.5 ,8.312 ,0.014 ,146.313 ,2.026 ,6.058 ,0.013 ,648.321 ,8.328 
567,302.032-0.061,57422.5 ,8.311 ,0.015 ,146.363 ,2.190 ,6.034 ,0.013 ,662.885 ,8.883 
567,302.032-0.061,57592.4 ,8.353 ,0.016 ,140.842 ,2.188 ,6.154 ,0.013 ,593.349 ,7.595 
567,302.032-0.061,57787.1 ,8.362 ,0.015 ,139.712 ,2.052 ,6.072 ,0.013 ,640.052 ,8.561 
567,302.032-0.061,57952.8 ,8.395 ,0.015 ,135.535 ,2.065 ,6.238 ,0.012 ,549.395 ,6.851 
567,302.032-0.061,58151.6 ,8.391 ,0.016 ,135.962 ,2.143 ,6.134 ,0.013 ,604.557 ,8.001 
567,302.032-0.061,58313.1 ,8.374 ,0.015 ,138.161 ,2.128 ,6.201 ,0.013 ,568.212 ,7.122 
567,302.032-0.061,58518.3 ,8.298 ,0.015 ,148.200 ,2.231 ,6.128 ,0.012 ,607.966 ,7.566 
567,302.032-0.061,58680.2 ,8.417 ,0.016 ,132.730 ,2.096 ,6.250 ,0.012 ,543.449 ,6.579 
567,302.032-0.061,58882.6 ,8.363 ,0.015 ,139.578 ,2.115 ,6.116 ,0.013 ,614.738 ,7.684 
567,302.032-0.061,59044.4 ,8.382 ,0.015 ,137.105 ,2.093 ,6.254 ,0.012 ,541.440 ,6.281 
567,302.032-0.061,59247.5 ,8.344 ,0.015 ,142.023 ,2.074 ,6.125 ,0.013 ,609.804 ,8.080 
567,302.032-0.061,59408.9 ,8.362 ,0.016 ,139.720 ,2.243 ,6.257 ,0.012 ,539.673 ,6.557 
568,302.034+0.625,56693.3 ,12.124 ,0.028 ,4.370 ,0.122 ,9.616 ,0.016 ,24.468 ,0.387 
568,302.034+0.625,56872.5 ,12.194 ,0.032 ,4.096 ,0.130 ,9.655 ,0.016 ,23.607 ,0.378 
568,302.034+0.625,57055.7 ,12.292 ,0.036 ,3.741 ,0.135 ,9.711 ,0.017 ,22.418 ,0.374 
568,302.034+0.625,57233.1 ,12.373 ,0.036 ,3.472 ,0.124 ,9.680 ,0.017 ,23.060 ,0.392 
568,302.034+0.625,57421.5 ,12.325 ,0.035 ,3.632 ,0.127 ,9.702 ,0.016 ,22.613 ,0.359 
568,302.034+0.625,57591.8 ,12.626 ,0.042 ,2.752 ,0.117 ,9.880 ,0.018 ,19.188 ,0.345 
568,302.034+0.625,57786.6 ,12.341 ,0.033 ,3.577 ,0.118 ,9.818 ,0.017 ,20.321 ,0.353 
568,302.034+0.625,57952.1 ,12.306 ,0.032 ,3.696 ,0.117 ,9.773 ,0.017 ,21.170 ,0.363 
568,302.034+0.625,58150.8 ,12.251 ,0.033 ,3.886 ,0.130 ,9.741 ,0.018 ,21.812 ,0.390 
568,302.034+0.625,58312.6 ,12.235 ,0.032 ,3.945 ,0.124 ,9.778 ,0.018 ,21.084 ,0.373 
568,302.034+0.625,58517.7 ,12.328 ,0.041 ,3.622 ,0.147 ,9.692 ,0.020 ,22.806 ,0.460 
568,302.034+0.625,58679.3 ,12.210 ,0.028 ,4.038 ,0.113 ,9.765 ,0.017 ,21.330 ,0.363 
568,302.034+0.625,58881.9 ,12.178 ,0.034 ,4.158 ,0.142 ,9.668 ,0.018 ,23.323 ,0.408 
568,302.034+0.625,59043.8 ,12.022 ,0.029 ,4.798 ,0.137 ,9.656 ,0.017 ,23.577 ,0.395 
568,302.034+0.625,59247.1 ,12.385 ,0.041 ,3.435 ,0.140 ,9.759 ,0.019 ,21.458 ,0.401 
569,302.455-0.741,56694.8 ,8.495 ,0.015 ,123.589 ,1.899 ,5.740 ,0.018 ,868.899 ,15.960 
569,302.455-0.741,56874.4 ,8.525 ,0.015 ,120.260 ,1.844 ,5.899 ,0.017 ,750.466 ,12.424 
569,302.455-0.741,57058.1 ,8.704 ,0.015 ,101.910 ,1.536 ,6.334 ,0.013 ,502.860 ,6.501 
569,302.455-0.741,57234.7 ,8.709 ,0.015 ,101.480 ,1.522 ,6.390 ,0.013 ,477.389 ,6.375 
569,302.455-0.741,57424.0 ,8.760 ,0.015 ,96.777 ,1.486 ,6.380 ,0.014 ,482.146 ,6.665 
569,302.455-0.741,57593.5 ,8.758 ,0.016 ,96.964 ,1.551 ,6.449 ,0.014 ,452.184 ,6.331 
569,302.455-0.741,57788.1 ,8.726 ,0.016 ,99.923 ,1.578 ,6.287 ,0.014 ,525.267 ,7.354 
569,302.455-0.741,57953.9 ,8.707 ,0.015 ,101.656 ,1.563 ,6.308 ,0.013 ,514.980 ,6.823 
569,302.455-0.741,58152.9 ,8.553 ,0.015 ,117.199 ,1.730 ,5.846 ,0.017 ,788.287 ,13.772 
569,302.455-0.741,58315.1 ,8.527 ,0.015 ,120.045 ,1.841 ,5.930 ,0.015 ,729.755 ,10.654 
569,302.455-0.741,58519.4 ,8.481 ,0.016 ,125.180 ,2.025 ,5.766 ,0.018 ,848.334 ,14.971 
569,302.455-0.741,58681.3 ,8.556 ,0.015 ,116.781 ,1.775 ,6.108 ,0.012 ,619.370 ,7.598 
569,302.455-0.741,58883.7 ,8.591 ,0.016 ,113.109 ,1.781 ,5.962 ,0.015 ,708.484 ,10.840 
569,302.455-0.741,59045.5 ,8.651 ,0.016 ,107.025 ,1.686 ,6.300 ,0.013 ,518.639 ,6.872 
569,302.455-0.741,59249.3 ,8.765 ,0.016 ,96.352 ,1.527 ,6.433 ,0.013 ,458.925 ,5.980 
569,302.455-0.741,59410.0 ,8.742 ,0.015 ,98.410 ,1.476 ,6.480 ,0.012 ,439.460 ,5.480 
570,303.507-0.721,56696.1 ,9.271 ,0.016 ,60.478 ,0.958 ,8.147 ,0.013 ,94.697 ,1.221 
570,303.507-0.721,56876.6 ,9.352 ,0.017 ,56.131 ,0.939 ,8.219 ,0.013 ,88.578 ,1.137 
570,303.507-0.721,57058.5 ,9.158 ,0.016 ,67.096 ,1.063 ,8.077 ,0.013 ,100.940 ,1.302 
570,303.507-0.721,57235.9 ,9.188 ,0.016 ,65.255 ,1.053 ,8.073 ,0.012 ,101.302 ,1.252 
570,303.507-0.721,57425.2 ,9.116 ,0.016 ,69.735 ,1.134 ,8.040 ,0.013 ,104.444 ,1.372 
570,303.507-0.721,57594.7 ,9.218 ,0.017 ,63.506 ,1.084 ,8.083 ,0.013 ,100.376 ,1.332 
570,303.507-0.721,57789.3 ,9.219 ,0.017 ,63.432 ,1.066 ,8.111 ,0.014 ,97.881 ,1.325 
570,303.507-0.721,57955.1 ,9.213 ,0.016 ,63.795 ,1.011 ,8.117 ,0.013 ,97.276 ,1.250 
570,303.507-0.721,58153.9 ,9.243 ,0.015 ,62.030 ,0.951 ,8.116 ,0.013 ,97.402 ,1.239 
570,303.507-0.721,58315.8 ,9.297 ,0.016 ,59.018 ,0.953 ,8.219 ,0.013 ,88.579 ,1.177 
570,303.507-0.721,58520.6 ,9.368 ,0.017 ,55.311 ,0.944 ,8.267 ,0.013 ,84.784 ,1.107 
570,303.507-0.721,58682.6 ,9.394 ,0.017 ,54.018 ,0.903 ,8.276 ,0.014 ,84.073 ,1.149 
570,303.507-0.721,58884.9 ,9.422 ,0.017 ,52.636 ,0.882 ,8.318 ,0.014 ,80.847 ,1.112 
570,303.507-0.721,59046.9 ,9.398 ,0.017 ,53.786 ,0.918 ,8.328 ,0.013 ,80.103 ,1.076 
570,303.507-0.721,59250.4 ,9.484 ,0.017 ,49.685 ,0.845 ,8.392 ,0.014 ,75.538 ,1.035 
570,303.507-0.721,59411.6 ,9.392 ,0.017 ,54.104 ,0.894 ,8.303 ,0.013 ,81.973 ,1.104 
571,303.846-0.363,56696.1 ,12.461 ,0.060 ,3.204 ,0.192 ,10.556 ,0.024 ,10.294 ,0.246 
571,303.846-0.363,56876.8 ,12.703 ,0.073 ,2.562 ,0.187 ,10.673 ,0.023 ,9.243 ,0.214 
571,303.846-0.363,57058.4 ,12.669 ,0.072 ,2.644 ,0.189 ,10.660 ,0.023 ,9.355 ,0.217 
571,303.846-0.363,57235.8 ,12.577 ,0.061 ,2.879 ,0.177 ,10.650 ,0.022 ,9.441 ,0.211 
571,303.846-0.363,57425.2 ,12.545 ,0.061 ,2.965 ,0.180 ,10.597 ,0.023 ,9.915 ,0.224 
571,303.846-0.363,57594.7 ,12.465 ,0.050 ,3.190 ,0.161 ,10.572 ,0.025 ,10.144 ,0.251 
571,303.846-0.363,57789.3 ,12.354 ,0.049 ,3.535 ,0.175 ,10.500 ,0.025 ,10.841 ,0.276 
571,303.846-0.363,57955.2 ,12.233 ,0.039 ,3.950 ,0.154 ,10.358 ,0.021 ,12.359 ,0.261 
571,303.846-0.363,58153.9 ,12.147 ,0.048 ,4.276 ,0.207 ,10.236 ,0.020 ,13.827 ,0.278 
571,303.846-0.363,58315.8 ,11.776 ,0.030 ,6.021 ,0.183 ,9.969 ,0.019 ,17.670 ,0.337 
571,303.846-0.363,58520.6 ,11.742 ,0.033 ,6.211 ,0.203 ,9.897 ,0.018 ,18.896 ,0.340 
571,303.846-0.363,58682.7 ,11.885 ,0.033 ,5.444 ,0.181 ,10.033 ,0.019 ,16.658 ,0.318 
571,303.846-0.363,58884.9 ,12.019 ,0.039 ,4.812 ,0.186 ,10.161 ,0.021 ,14.818 ,0.307 
571,303.846-0.363,59046.9 ,12.139 ,0.031 ,4.310 ,0.134 ,10.311 ,0.021 ,12.900 ,0.276 
571,303.846-0.363,59250.4 ,12.377 ,0.054 ,3.461 ,0.186 ,10.442 ,0.022 ,11.434 ,0.249 
571,303.846-0.363,59411.8 ,12.397 ,0.044 ,3.398 ,0.150 ,10.531 ,0.022 ,10.533 ,0.237 
573,304.367-0.336,56696.6 ,9.857 ,0.016 ,35.237 ,0.580 ,7.218 ,0.012 ,222.724 ,2.633 
573,304.367-0.336,56877.3 ,9.933 ,0.016 ,32.873 ,0.524 ,7.189 ,0.013 ,228.850 ,2.868 
573,304.367-0.336,57059.0 ,9.793 ,0.017 ,37.394 ,0.630 ,6.928 ,0.012 ,291.008 ,3.367 
573,304.367-0.336,57236.4 ,9.948 ,0.017 ,32.428 ,0.536 ,7.426 ,0.012 ,183.926 ,2.268 
573,304.367-0.336,57425.8 ,9.919 ,0.017 ,33.304 ,0.568 ,7.312 ,0.012 ,204.296 ,2.488 
573,304.367-0.336,57595.2 ,9.971 ,0.018 ,31.750 ,0.572 ,7.365 ,0.013 ,194.544 ,2.516 
573,304.367-0.336,57789.9 ,9.951 ,0.017 ,32.333 ,0.552 ,7.390 ,0.013 ,190.166 ,2.391 
573,304.367-0.336,57955.7 ,10.011 ,0.018 ,30.595 ,0.535 ,7.389 ,0.013 ,190.216 ,2.432 
573,304.367-0.336,58155.1 ,9.976 ,0.017 ,31.605 ,0.523 ,7.461 ,0.012 ,178.018 ,2.177 
573,304.367-0.336,58316.4 ,9.967 ,0.018 ,31.850 ,0.571 ,7.458 ,0.012 ,178.552 ,2.202 
573,304.367-0.336,58521.2 ,9.989 ,0.017 ,31.222 ,0.537 ,7.546 ,0.013 ,164.590 ,2.063 
573,304.367-0.336,58683.2 ,9.961 ,0.018 ,32.026 ,0.583 ,7.502 ,0.013 ,171.523 ,2.184 
573,304.367-0.336,58885.5 ,9.961 ,0.017 ,32.035 ,0.545 ,7.409 ,0.013 ,186.765 ,2.351 
573,304.367-0.336,59047.4 ,9.905 ,0.017 ,33.714 ,0.586 ,7.356 ,0.013 ,196.109 ,2.504 
573,304.367-0.336,59251.5 ,9.864 ,0.018 ,35.039 ,0.615 ,7.222 ,0.013 ,221.901 ,2.778 
573,304.367-0.336,59412.9 ,9.833 ,0.017 ,36.052 ,0.610 ,7.031 ,0.012 ,264.582 ,3.246 
574,304.887+0.635,56696.4 ,10.075 ,0.018 ,28.850 ,0.524 ,7.905 ,0.012 ,118.263 ,1.419 
574,304.887+0.635,56877.0 ,10.019 ,0.019 ,30.372 ,0.584 ,7.696 ,0.013 ,143.445 ,1.814 
574,304.887+0.635,57059.2 ,10.057 ,0.018 ,29.330 ,0.532 ,7.902 ,0.012 ,118.643 ,1.476 
574,304.887+0.635,57236.2 ,10.104 ,0.019 ,28.080 ,0.536 ,7.876 ,0.012 ,121.515 ,1.470 
574,304.887+0.635,57425.4 ,9.896 ,0.018 ,34.004 ,0.623 ,7.580 ,0.012 ,159.565 ,1.947 
574,304.887+0.635,57594.9 ,9.899 ,0.018 ,33.898 ,0.624 ,7.717 ,0.012 ,140.606 ,1.744 
574,304.887+0.635,57789.6 ,9.745 ,0.018 ,39.078 ,0.687 ,7.574 ,0.013 ,160.521 ,2.018 
574,304.887+0.635,57955.4 ,9.964 ,0.018 ,31.955 ,0.589 ,7.799 ,0.012 ,130.487 ,1.566 
574,304.887+0.635,58155.4 ,9.728 ,0.019 ,39.701 ,0.771 ,7.694 ,0.013 ,143.616 ,1.926 
574,304.887+0.635,58316.5 ,9.756 ,0.018 ,38.673 ,0.696 ,7.658 ,0.013 ,148.501 ,1.862 
574,304.887+0.635,58520.9 ,9.880 ,0.019 ,34.516 ,0.656 ,7.805 ,0.013 ,129.755 ,1.698 
574,304.887+0.635,58682.9 ,9.804 ,0.018 ,37.008 ,0.672 ,7.721 ,0.012 ,140.214 ,1.729 
574,304.887+0.635,58885.1 ,9.793 ,0.017 ,37.392 ,0.652 ,7.596 ,0.013 ,157.268 ,1.976 
574,304.887+0.635,59047.1 ,9.909 ,0.019 ,33.594 ,0.634 ,7.809 ,0.013 ,129.208 ,1.615 
574,304.887+0.635,59251.0 ,9.827 ,0.018 ,36.254 ,0.654 ,7.652 ,0.013 ,149.411 ,1.870 
574,304.887+0.635,59413.0 ,9.973 ,0.018 ,31.676 ,0.570 ,7.830 ,0.013 ,126.811 ,1.606 
577,305.202+0.208,56697.1 ,6.254 ,0.022 ,973.550 ,21.132 ,2.561 ,0.017 ,16238.400 ,271.277 
577,305.202+0.208,56878.1 ,6.101 ,0.026 ,1121.247 ,29.233 ,2.521 ,0.015 ,16857.388 ,254.065 
577,305.202+0.208,57059.1 ,5.872 ,0.031 ,1383.707 ,42.203 ,2.439 ,0.019 ,18177.458 ,347.968 
577,305.202+0.208,57236.9 ,6.030 ,0.024 ,1196.534 ,28.916 ,2.428 ,0.014 ,18363.564 ,264.741 
577,305.202+0.208,57426.3 ,5.547 ,0.030 ,1867.530 ,55.856 ,2.112 ,0.018 ,24559.904 ,442.078 
577,305.202+0.208,57595.7 ,6.008 ,0.025 ,1220.839 ,30.928 ,2.442 ,0.014 ,18129.687 ,258.348 
577,305.202+0.208,57790.3 ,6.029 ,0.025 ,1197.965 ,30.463 ,2.330 ,0.016 ,20085.193 ,321.363 
577,305.202+0.208,57956.0 ,6.038 ,0.023 ,1187.568 ,27.314 ,2.247 ,0.018 ,21684.877 ,390.328 
577,305.202+0.208,58155.6 ,6.020 ,0.029 ,1207.365 ,34.591 ,2.361 ,0.022 ,19527.664 ,424.727 
577,305.202+0.208,58317.0 ,6.059 ,0.024 ,1164.819 ,28.247 ,2.300 ,0.015 ,20655.718 ,307.254 
577,305.202+0.208,58521.7 ,6.195 ,0.025 ,1028.076 ,26.045 ,2.358 ,0.016 ,19586.506 ,308.487 
577,305.202+0.208,58683.7 ,6.421 ,0.019 ,835.042 ,15.657 ,2.634 ,0.013 ,15185.892 ,201.213 
577,305.202+0.208,58885.7 ,6.195 ,0.034 ,1027.574 ,34.564 ,2.784 ,0.050 ,13222.622 ,657.525 
577,305.202+0.208,59047.8 ,6.707 ,0.016 ,641.207 ,10.003 ,2.391 ,0.011 ,18999.855 ,216.598 
577,305.202+0.208,59252.0 ,6.203 ,0.026 ,1020.748 ,26.539 ,2.277 ,0.023 ,21087.752 ,480.801 
577,305.202+0.208,59414.5 ,6.098 ,0.019 ,1124.095 ,21.857 ,3.040 ,0.014 ,10449.107 ,150.932 
582,305.475-0.096,56697.6 ,9.567 ,0.018 ,46.040 ,0.848 ,6.992 ,0.012 ,274.159 ,3.209 
582,305.475-0.096,56878.6 ,9.544 ,0.017 ,47.040 ,0.806 ,6.985 ,0.012 ,276.001 ,3.330 
582,305.475-0.096,57060.0 ,9.565 ,0.017 ,46.117 ,0.803 ,7.019 ,0.012 ,267.541 ,3.289 
582,305.475-0.096,57237.4 ,9.491 ,0.017 ,49.388 ,0.847 ,6.954 ,0.012 ,284.107 ,3.366 
582,305.475-0.096,57426.7 ,9.493 ,0.017 ,49.293 ,0.861 ,6.984 ,0.013 ,276.267 ,3.485 
582,305.475-0.096,57596.2 ,9.533 ,0.018 ,47.524 ,0.855 ,6.981 ,0.013 ,277.051 ,3.474 
582,305.475-0.096,57790.8 ,9.559 ,0.018 ,46.395 ,0.828 ,6.996 ,0.012 ,273.377 ,3.359 
582,305.475-0.096,57957.2 ,9.562 ,0.017 ,46.267 ,0.797 ,7.032 ,0.013 ,264.438 ,3.320 
582,305.475-0.096,58156.3 ,9.516 ,0.017 ,48.238 ,0.825 ,7.002 ,0.012 ,271.832 ,3.271 
582,305.475-0.096,58317.2 ,9.521 ,0.018 ,48.054 ,0.850 ,7.043 ,0.013 ,261.743 ,3.485 
582,305.475-0.096,58522.2 ,9.520 ,0.017 ,48.092 ,0.832 ,6.991 ,0.013 ,274.634 ,3.457 
582,305.475-0.096,58684.3 ,9.523 ,0.017 ,47.926 ,0.812 ,7.030 ,0.012 ,264.925 ,3.250 
582,305.475-0.096,58886.4 ,9.545 ,0.018 ,47.001 ,0.840 ,7.039 ,0.013 ,262.597 ,3.299 
582,305.475-0.096,59048.5 ,9.575 ,0.017 ,45.724 ,0.777 ,7.092 ,0.013 ,250.197 ,3.310 
582,305.475-0.096,59253.4 ,9.580 ,0.018 ,45.503 ,0.813 ,7.072 ,0.012 ,254.744 ,3.112 
582,305.475-0.096,59414.0 ,9.573 ,0.018 ,45.778 ,0.811 ,7.094 ,0.013 ,249.784 ,3.232 
584,305.573-0.342,56697.9 ,11.726 ,0.046 ,6.303 ,0.293 ,9.402 ,0.018 ,29.810 ,0.526 
584,305.573-0.342,56878.9 ,11.991 ,0.056 ,4.938 ,0.274 ,9.479 ,0.017 ,27.767 ,0.459 
584,305.573-0.342,57060.5 ,11.729 ,0.047 ,6.287 ,0.293 ,9.287 ,0.016 ,33.132 ,0.523 
584,305.573-0.342,57237.8 ,11.767 ,0.044 ,6.072 ,0.269 ,9.276 ,0.016 ,33.468 ,0.535 
584,305.573-0.342,57427.0 ,11.817 ,0.052 ,5.797 ,0.299 ,9.385 ,0.017 ,30.256 ,0.501 
584,305.573-0.342,57596.7 ,11.827 ,0.047 ,5.745 ,0.270 ,9.351 ,0.018 ,31.235 ,0.548 
584,305.573-0.342,57791.3 ,11.788 ,0.048 ,5.953 ,0.285 ,9.376 ,0.018 ,30.532 ,0.539 
584,305.573-0.342,57957.6 ,11.866 ,0.047 ,5.541 ,0.261 ,9.319 ,0.017 ,32.164 ,0.543 
584,305.573-0.342,58156.7 ,11.515 ,0.038 ,7.656 ,0.294 ,9.211 ,0.016 ,35.527 ,0.582 
584,305.573-0.342,58318.1 ,11.885 ,0.046 ,5.444 ,0.252 ,9.347 ,0.016 ,31.354 ,0.508 
584,305.573-0.342,58522.6 ,11.636 ,0.044 ,6.846 ,0.302 ,9.269 ,0.017 ,33.688 ,0.570 
584,305.573-0.342,58684.6 ,11.893 ,0.039 ,5.406 ,0.209 ,9.338 ,0.017 ,31.610 ,0.533 
584,305.573-0.342,58886.7 ,11.634 ,0.038 ,6.861 ,0.261 ,9.183 ,0.017 ,36.466 ,0.617 
584,305.573-0.342,59048.9 ,11.852 ,0.043 ,5.610 ,0.241 ,9.353 ,0.017 ,31.187 ,0.537 
584,305.573-0.342,59253.7 ,11.690 ,0.041 ,6.516 ,0.268 ,9.272 ,0.016 ,33.602 ,0.552 
584,305.573-0.342,59414.2 ,11.990 ,0.046 ,4.942 ,0.228 ,9.452 ,0.017 ,28.456 ,0.488 
585,305.615-0.344,56698.0 ,11.201 ,0.037 ,10.218 ,0.375 ,9.347 ,0.017 ,31.350 ,0.527 
585,305.615-0.344,56879.0 ,11.181 ,0.033 ,10.414 ,0.344 ,9.416 ,0.017 ,29.422 ,0.488 
585,305.615-0.344,57060.6 ,11.176 ,0.036 ,10.458 ,0.375 ,9.355 ,0.016 ,31.110 ,0.487 
585,305.615-0.344,57237.8 ,11.142 ,0.036 ,10.793 ,0.384 ,9.373 ,0.017 ,30.603 ,0.513 
585,305.615-0.344,57427.1 ,11.218 ,0.036 ,10.063 ,0.366 ,9.494 ,0.018 ,27.386 ,0.504 
585,305.615-0.344,57596.8 ,11.185 ,0.034 ,10.372 ,0.355 ,9.428 ,0.017 ,29.106 ,0.499 
585,305.615-0.344,57791.2 ,11.210 ,0.039 ,10.141 ,0.398 ,9.391 ,0.017 ,30.110 ,0.503 
585,305.615-0.344,57957.5 ,11.142 ,0.030 ,10.792 ,0.325 ,9.518 ,0.018 ,26.789 ,0.474 
585,305.615-0.344,58156.7 ,11.129 ,0.030 ,10.923 ,0.332 ,9.296 ,0.017 ,32.867 ,0.543 
585,305.615-0.344,58317.8 ,11.112 ,0.029 ,11.091 ,0.317 ,9.423 ,0.017 ,29.220 ,0.486 
585,305.615-0.344,58522.4 ,11.174 ,0.035 ,10.476 ,0.366 ,9.303 ,0.016 ,32.658 ,0.535 
585,305.615-0.344,58684.7 ,11.055 ,0.025 ,11.695 ,0.295 ,9.303 ,0.017 ,32.639 ,0.548 
585,305.615-0.344,58886.8 ,11.188 ,0.034 ,10.346 ,0.357 ,9.353 ,0.018 ,31.174 ,0.559 
585,305.615-0.344,59048.9 ,11.172 ,0.032 ,10.499 ,0.334 ,9.428 ,0.017 ,29.103 ,0.490 
585,305.615-0.344,59253.8 ,11.158 ,0.031 ,10.638 ,0.332 ,9.436 ,0.017 ,28.888 ,0.491 
585,305.615-0.344,59414.4 ,11.115 ,0.026 ,11.061 ,0.286 ,9.418 ,0.017 ,29.362 ,0.494 
586,305.634+1.645,56696.3 ,7.855 ,0.017 ,222.884 ,3.856 ,4.736 ,0.012 ,2191.746 ,27.178 
586,305.634+1.645,56876.8 ,7.666 ,0.018 ,265.232 ,4.708 ,5.042 ,0.015 ,1652.052 ,25.331 
586,305.634+1.645,57059.0 ,8.209 ,0.025 ,160.808 ,4.020 ,5.344 ,0.014 ,1251.095 ,17.984 
586,305.634+1.645,57236.0 ,8.084 ,0.030 ,180.471 ,5.392 ,4.944 ,0.016 ,1808.591 ,28.937 
